Contract_ID,Origination_Date,Client_Industry,Equipment_Category,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Client_Credit_Score,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-00185,12-01-2025,Healthcare,Digital X-Ray System,5712000,1428000,4284000,48,11.69,718,69.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00186,12-01-2025,Logistics & Fleet,Heavy Duty Hauler,2689000,672250,2016750,48,11.71,698,72.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00187,12-01-2025,Logistics & Fleet,Heavy Duty Hauler,3062000,459300,2602700,36,9.81,746,65.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00188,12-01-2025,Construction,Tower Crane,3438000,687600,2750400,36,11.07,802,55,STRUCTURED_LEASE,Performing
EQF-2025-00189,12-01-2025,Construction,Hydraulic Excavator,6066000,1516500,4549500,60,10.12,743,65.8,REQUIRE_COLLATERAL,Performing
EQF-2025-00190,12-01-2025,Manufacturing,CNC Milling Unit,3716000,371600,3344400,48,9.41,662,77.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00191,12-01-2025,Manufacturing,Industrial Robotic Arm,1749000,262350,1486650,48,8.37,719,55.9,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00192,12-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1511000,226650,1284350,36,8.21,746,52,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00193,13-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4773000,954600,3818400,36,8.36,671,74.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00194,13-01-2025,Construction,Hydraulic Excavator,2653000,530600,2122400,48,11.92,728,57.8,STRUCTURED_LEASE,Performing
EQF-2025-00195,13-01-2025,Healthcare,Surgical Robot,14277000,2855400,11421600,48,10.81,663,82.3,REJECT,Default
EQF-2025-00196,13-01-2025,Healthcare,MRI Scanner,4951000,742650,4208350,48,11.66,751,65.3,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00197,13-01-2025,Logistics & Fleet,Forklift Fleet,4237000,1059250,3177750,24,10.1,805,42.8,STRUCTURED_LEASE,Performing
EQF-2025-00198,13-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5473000,547300,4925700,48,8.18,704,61.2,STRUCTURED_LEASE,Performing
EQF-2025-00199,13-01-2025,IT & Enterprise Tech,Automated Storage Array,5694000,1423500,4270500,48,10.4,758,55.9,STRUCTURED_LEASE,Performing
EQF-2025-00200,13-01-2025,Logistics & Fleet,Electric Delivery Van,4496000,449600,4046400,60,11.4,776,56.3,STRUCTURED_LEASE,Performing
EQF-2025-00201,13-01-2025,Construction,Tower Crane,4944000,1236000,3708000,24,10.46,682,77.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00202,13-01-2025,Manufacturing,Injection Molding Press,3832000,766400,3065600,48,7.52,737,63.6,STRUCTURED_LEASE,Performing
EQF-2025-00203,13-01-2025,Manufacturing,Industrial Robotic Arm,4486000,448600,4037400,48,7.29,784,46.8,STRUCTURED_LEASE,Performing
EQF-2025-00204,13-01-2025,IT & Enterprise Tech,Automated Storage Array,1524000,228600,1295400,60,10.45,816,48.6,STRUCTURED_LEASE,Performing
EQF-2025-00205,13-01-2025,Construction,Tower Crane,2689000,268900,2420100,48,9.03,691,69.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00206,13-01-2025,Manufacturing,CNC Milling Unit,7584000,1137600,6446400,60,9.97,636,85.4,REJECT,Performing
EQF-2025-00207,13-01-2025,Manufacturing,CNC Milling Unit,5379000,1344750,4034250,60,8.41,747,49.8,STRUCTURED_LEASE,Performing
EQF-2025-00208,13-01-2025,Logistics & Fleet,Electric Delivery Van,3513000,702600,2810400,36,9.69,724,60,STRUCTURED_LEASE,Performing
EQF-2025-00209,14-01-2025,Manufacturing,Industrial Robotic Arm,7989000,798900,7190100,48,7.85,711,72.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00210,14-01-2025,Manufacturing,Injection Molding Press,6156000,923400,5232600,48,9.87,676,75.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00211,14-01-2025,Construction,Hydraulic Excavator,8372000,2093000,6279000,36,10.59,767,49.3,STRUCTURED_LEASE,Performing
EQF-2025-00212,14-01-2025,Logistics & Fleet,Forklift Fleet,4190000,838000,3352000,36,10.68,671,75,REQUIRE_COLLATERAL,Performing
EQF-2025-00213,14-01-2025,Logistics & Fleet,Electric Delivery Van,1642000,328400,1313600,24,7.54,666,63.2,STRUCTURED_LEASE,Performing
EQF-2025-00214,14-01-2025,Manufacturing,Industrial Robotic Arm,4021000,804200,3216800,48,10.2,701,64.6,STRUCTURED_LEASE,Performing
EQF-2025-00215,14-01-2025,Logistics & Fleet,Forklift Fleet,4879000,1219750,3659250,36,8.62,770,41.8,STRUCTURED_LEASE,Performing
EQF-2025-00216,14-01-2025,Manufacturing,Industrial Robotic Arm,7961000,1990250,5970750,60,11.79,621,94.5,REJECT,Performing
EQF-2025-00217,14-01-2025,Healthcare,MRI Scanner,13725000,3431250,10293750,48,10.93,644,76.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00218,14-01-2025,Logistics & Fleet,Forklift Fleet,2918000,583600,2334400,48,9.54,656,78.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00219,14-01-2025,Construction,Hydraulic Excavator,9786000,978600,8807400,36,12.77,838,41.1,STRUCTURED_LEASE,Performing
EQF-2025-00220,14-01-2025,Logistics & Fleet,Heavy Duty Hauler,1384000,207600,1176400,36,8.41,728,59.7,STRUCTURED_LEASE,Performing
EQF-2025-00221,14-01-2025,Logistics & Fleet,Heavy Duty Hauler,1764000,441000,1323000,36,9.41,642,76.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00222,14-01-2025,Construction,Bulldozer,6019000,601900,5417100,36,10.31,701,61,STRUCTURED_LEASE,Performing
EQF-2025-00223,14-01-2025,Manufacturing,Industrial Robotic Arm,4884000,732600,4151400,48,12.55,760,62.6,STRUCTURED_LEASE,Performing
EQF-2025-00224,14-01-2025,Healthcare,MRI Scanner,6899000,1379800,5519200,48,11.7,839,47.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00225,15-01-2025,Healthcare,MRI Scanner,7921000,792100,7128900,24,10.7,610,80.9,REJECT,Performing
EQF-2025-00226,15-01-2025,Manufacturing,CNC Milling Unit,2639000,527800,2111200,48,8.18,640,86.6,REJECT,60_Days_Past_Due
EQF-2025-00227,15-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3343000,501450,2841550,24,8.18,688,61.4,STRUCTURED_LEASE,Performing
EQF-2025-00228,15-01-2025,Healthcare,Digital X-Ray System,12732000,3183000,9549000,36,10.54,690,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00229,15-01-2025,IT & Enterprise Tech,Automated Storage Array,4239000,847800,3391200,48,7.62,689,63.5,STRUCTURED_LEASE,Performing
EQF-2025-00230,15-01-2025,Construction,Tower Crane,3416000,341600,3074400,24,9.98,702,62.7,STRUCTURED_LEASE,Performing
EQF-2025-00231,15-01-2025,Logistics & Fleet,Forklift Fleet,3053000,763250,2289750,48,10.71,841,39.5,AUTO_APPROVE,Performing
EQF-2025-00232,15-01-2025,Construction,Bulldozer,8430000,843000,7587000,48,7.28,627,73,REQUIRE_COLLATERAL,Performing
EQF-2025-00233,15-01-2025,Construction,Bulldozer,7004000,1050600,5953400,48,10.47,720,74,REQUIRE_COLLATERAL,Performing
EQF-2025-00234,15-01-2025,Construction,Bulldozer,5829000,874350,4954650,36,10.84,746,55.8,STRUCTURED_LEASE,Performing
EQF-2025-00235,15-01-2025,Manufacturing,Injection Molding Press,5853000,1463250,4389750,36,8.96,615,90.1,REJECT,Default
EQF-2025-00236,15-01-2025,Logistics & Fleet,Heavy Duty Hauler,4881000,488100,4392900,36,9.27,803,36.1,AUTO_APPROVE,Performing
EQF-2025-00237,15-01-2025,Healthcare,Digital X-Ray System,5044000,504400,4539600,60,7,699,71.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00238,15-01-2025,Manufacturing,CNC Milling Unit,4230000,423000,3807000,24,9.34,639,80.9,REJECT,60_Days_Past_Due
EQF-2025-00239,15-01-2025,Construction,Bulldozer,5956000,595600,5360400,36,7.21,810,41.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00240,15-01-2025,Manufacturing,Industrial Robotic Arm,5539000,830850,4708150,60,8.47,754,59.8,STRUCTURED_LEASE,Performing
EQF-2025-00241,16-01-2025,IT & Enterprise Tech,Enterprise Server Rack,1591000,159100,1431900,48,8.9,674,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00242,16-01-2025,IT & Enterprise Tech,Enterprise Server Rack,1719000,257850,1461150,48,7.77,757,54.3,STRUCTURED_LEASE,Performing
EQF-2025-00243,16-01-2025,IT & Enterprise Tech,Automated Storage Array,2284000,228400,2055600,60,7.63,735,54.9,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00244,16-01-2025,Healthcare,MRI Scanner,14515000,1451500,13063500,36,7.7,610,82.6,REJECT,60_Days_Past_Due
EQF-2025-00245,16-01-2025,Manufacturing,CNC Milling Unit,6639000,1327800,5311200,36,11.33,616,81.8,REJECT,Performing
EQF-2025-00246,16-01-2025,IT & Enterprise Tech,Enterprise Server Rack,4241000,848200,3392800,24,9.39,731,47.9,STRUCTURED_LEASE,Performing
EQF-2025-00247,16-01-2025,Healthcare,MRI Scanner,12987000,1298700,11688300,36,11.4,594,93.6,REJECT,Performing
EQF-2025-00248,16-01-2025,IT & Enterprise Tech,Enterprise Server Rack,1463000,219450,1243550,48,8.89,775,47.5,STRUCTURED_LEASE,Performing
EQF-2025-00249,16-01-2025,IT & Enterprise Tech,Automated Storage Array,5269000,526900,4742100,36,8.92,620,89,REJECT,Performing
EQF-2025-00250,16-01-2025,IT & Enterprise Tech,Automated Storage Array,3893000,778600,3114400,48,8.86,769,60.1,STRUCTURED_LEASE,Performing
EQF-2025-00251,16-01-2025,Healthcare,MRI Scanner,7689000,768900,6920100,24,7,802,46.9,STRUCTURED_LEASE,Performing
EQF-2025-00252,16-01-2025,Healthcare,Surgical Robot,12974000,2594800,10379200,36,10.26,741,50.5,STRUCTURED_LEASE,Performing
EQF-2025-00253,16-01-2025,IT & Enterprise Tech,Automated Storage Array,4973000,497300,4475700,48,9.34,550,95.3,REJECT,60_Days_Past_Due
EQF-2025-00254,16-01-2025,Healthcare,Digital X-Ray System,13303000,3325750,9977250,36,9.58,782,51.2,STRUCTURED_LEASE,Performing
EQF-2025-00255,16-01-2025,Manufacturing,CNC Milling Unit,2309000,230900,2078100,48,7,681,65.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00256,16-01-2025,Construction,Bulldozer,10740000,1611000,9129000,60,9.46,706,66.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00257,17-01-2025,IT & Enterprise Tech,Automated Storage Array,5790000,1158000,4632000,48,8.84,661,73.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00258,17-01-2025,Logistics & Fleet,Heavy Duty Hauler,2558000,639500,1918500,36,9.69,819,38.6,AUTO_APPROVE,Performing
EQF-2025-00259,17-01-2025,Construction,Tower Crane,3060000,612000,2448000,60,9.39,721,70.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00260,17-01-2025,Manufacturing,CNC Milling Unit,2669000,533800,2135200,24,8.77,683,54.2,STRUCTURED_LEASE,Performing
EQF-2025-00261,17-01-2025,Construction,Tower Crane,10939000,1640850,9298150,48,10.34,797,50.8,STRUCTURED_LEASE,Performing
EQF-2025-00262,17-01-2025,IT & Enterprise Tech,Enterprise Server Rack,3728000,372800,3355200,24,11.04,767,48.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00263,17-01-2025,Manufacturing,CNC Milling Unit,3996000,599400,3396600,36,8.89,636,73.5,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00264,17-01-2025,Construction,Hydraulic Excavator,4950000,495000,4455000,60,7.33,731,67.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00265,17-01-2025,IT & Enterprise Tech,Enterprise Server Rack,2136000,534000,1602000,36,7.43,724,52.7,STRUCTURED_LEASE,Performing
EQF-2025-00266,17-01-2025,Logistics & Fleet,Electric Delivery Van,3724000,558600,3165400,48,10.13,614,86.9,REJECT,Performing
EQF-2025-00267,17-01-2025,Logistics & Fleet,Electric Delivery Van,2794000,419100,2374900,36,11.44,763,53.7,STRUCTURED_LEASE,Performing
EQF-2025-00268,17-01-2025,Logistics & Fleet,Forklift Fleet,4869000,973800,3895200,48,7,708,68.8,REQUIRE_COLLATERAL,Performing
EQF-2025-00269,17-01-2025,Healthcare,MRI Scanner,11522000,1728300,9793700,60,7.97,849,36.3,AUTO_APPROVE,Performing
EQF-2025-00270,17-01-2025,Healthcare,Digital X-Ray System,12712000,1271200,11440800,36,9,801,41,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00271,17-01-2025,Logistics & Fleet,Electric Delivery Van,2312000,346800,1965200,48,7,724,61.9,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00272,17-01-2025,Logistics & Fleet,Electric Delivery Van,1501000,225150,1275850,48,9.36,704,55.9,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00273,18-01-2025,IT & Enterprise Tech,Enterprise Server Rack,3337000,834250,2502750,60,10.04,577,99,REJECT,Performing
EQF-2025-00274,18-01-2025,IT & Enterprise Tech,Automated Storage Array,2436000,243600,2192400,36,10.22,764,53.3,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00275,18-01-2025,Construction,Tower Crane,4218000,843600,3374400,48,8.9,705,70,REQUIRE_COLLATERAL,Performing
EQF-2025-00276,18-01-2025,Construction,Hydraulic Excavator,10597000,1059700,9537300,36,8.97,679,69.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00277,18-01-2025,Logistics & Fleet,Electric Delivery Van,2887000,721750,2165250,36,7.97,711,53.3,STRUCTURED_LEASE,Performing
EQF-2025-00278,18-01-2025,Construction,Tower Crane,3985000,398500,3586500,24,7,810,23.1,AUTO_APPROVE,Performing
EQF-2025-00279,18-01-2025,Logistics & Fleet,Forklift Fleet,1955000,195500,1759500,48,9.22,798,49.3,STRUCTURED_LEASE,Performing
EQF-2025-00280,18-01-2025,Logistics & Fleet,Electric Delivery Van,2267000,340050,1926950,60,10.11,798,49.2,STRUCTURED_LEASE,Performing
EQF-2025-00281,18-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5996000,899400,5096600,36,9.52,642,75.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00282,18-01-2025,Healthcare,MRI Scanner,6948000,694800,6253200,48,11.16,812,43,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00283,18-01-2025,Healthcare,MRI Scanner,7617000,761700,6855300,48,10.02,678,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00284,18-01-2025,Manufacturing,Injection Molding Press,6115000,1223000,4892000,36,10.49,758,53.8,STRUCTURED_LEASE,Performing
EQF-2025-00285,18-01-2025,Construction,Hydraulic Excavator,4999000,1249750,3749250,60,9.75,750,55.3,STRUCTURED_LEASE,Performing
EQF-2025-00286,18-01-2025,Manufacturing,CNC Milling Unit,3011000,451650,2559350,36,12.29,700,74.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00287,18-01-2025,Construction,Bulldozer,3848000,577200,3270800,24,8.77,723,50.9,STRUCTURED_LEASE,Performing
EQF-2025-00288,18-01-2025,Construction,Tower Crane,5158000,773700,4384300,24,10.52,603,91.8,REJECT,Performing
EQF-2025-00289,19-01-2025,Healthcare,Surgical Robot,5165000,774750,4390250,60,9.87,713,70.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00290,19-01-2025,Construction,Hydraulic Excavator,2658000,265800,2392200,60,10.61,694,75.2,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00291,19-01-2025,Manufacturing,Injection Molding Press,7132000,713200,6418800,36,10,850,25.3,AUTO_APPROVE,Performing
EQF-2025-00292,19-01-2025,Manufacturing,Industrial Robotic Arm,2465000,493000,1972000,24,9.44,711,61.2,STRUCTURED_LEASE,Performing
EQF-2025-00293,19-01-2025,Logistics & Fleet,Forklift Fleet,4149000,622350,3526650,36,10.07,663,73.9,REQUIRE_COLLATERAL,Default
EQF-2025-00294,19-01-2025,Healthcare,MRI Scanner,12773000,1915950,10857050,48,10.26,717,67.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00295,19-01-2025,Manufacturing,CNC Milling Unit,5265000,526500,4738500,48,10.45,666,84.5,REJECT,60_Days_Past_Due
EQF-2025-00296,19-01-2025,Construction,Bulldozer,5132000,1026400,4105600,60,11.69,617,99,REJECT,60_Days_Past_Due
EQF-2025-00297,19-01-2025,Logistics & Fleet,Electric Delivery Van,1751000,175100,1575900,48,9.79,736,66.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00298,19-01-2025,Manufacturing,Injection Molding Press,6658000,998700,5659300,60,7.85,710,54,STRUCTURED_LEASE,Performing
EQF-2025-00299,19-01-2025,Construction,Tower Crane,7612000,1141800,6470200,48,9.75,774,51.5,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00300,19-01-2025,Manufacturing,Industrial Robotic Arm,6088000,1522000,4566000,36,8.83,804,32.4,AUTO_APPROVE,Performing
EQF-2025-00301,19-01-2025,Manufacturing,Injection Molding Press,1561000,390250,1170750,48,8.79,832,40.1,STRUCTURED_LEASE,Performing
EQF-2025-00302,19-01-2025,Construction,Tower Crane,10384000,2596000,7788000,36,9.02,724,49,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00303,19-01-2025,Construction,Hydraulic Excavator,3063000,612600,2450400,36,8.15,754,55.1,STRUCTURED_LEASE,Performing
EQF-2025-00304,19-01-2025,Construction,Bulldozer,5618000,561800,5056200,36,7,728,60.9,STRUCTURED_LEASE,Performing
EQF-2025-00305,20-01-2025,Logistics & Fleet,Electric Delivery Van,2730000,409500,2320500,48,11.71,559,99,REJECT,Default
EQF-2025-00306,20-01-2025,IT & Enterprise Tech,Enterprise Server Rack,807000,121050,685950,48,8.77,790,48.6,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00307,20-01-2025,Construction,Bulldozer,6725000,1345000,5380000,48,7,745,60.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00308,20-01-2025,Healthcare,MRI Scanner,12281000,1842150,10438850,24,9.77,746,62,STRUCTURED_LEASE,Performing
EQF-2025-00309,20-01-2025,Logistics & Fleet,Heavy Duty Hauler,4328000,649200,3678800,48,10.42,676,84,REJECT,Performing
EQF-2025-00310,20-01-2025,Healthcare,MRI Scanner,13673000,1367300,12305700,36,9.23,668,73.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00311,20-01-2025,Healthcare,Digital X-Ray System,9365000,2341250,7023750,48,7.57,705,71,REQUIRE_COLLATERAL,Performing
EQF-2025-00312,20-01-2025,Manufacturing,Injection Molding Press,5914000,1478500,4435500,36,7.38,746,45.1,STRUCTURED_LEASE,Performing
EQF-2025-00313,20-01-2025,Manufacturing,Injection Molding Press,2057000,411400,1645600,48,12.92,583,98.1,REJECT,Default
EQF-2025-00314,20-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3338000,834500,2503500,48,7.38,723,63.3,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00315,20-01-2025,Logistics & Fleet,Forklift Fleet,1788000,447000,1341000,48,7.06,819,36.9,AUTO_APPROVE,Performing
EQF-2025-00316,20-01-2025,Logistics & Fleet,Heavy Duty Hauler,2605000,521000,2084000,48,9.04,701,70.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00317,20-01-2025,Healthcare,Surgical Robot,7622000,1524400,6097600,48,10.73,581,99,REJECT,Performing
EQF-2025-00318,20-01-2025,Manufacturing,Industrial Robotic Arm,4465000,1116250,3348750,24,11.99,697,71.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00319,20-01-2025,Manufacturing,CNC Milling Unit,5501000,550100,4950900,48,9.18,729,52,STRUCTURED_LEASE,Performing
EQF-2025-00320,20-01-2025,Healthcare,Digital X-Ray System,13932000,2786400,11145600,36,9.16,734,59.9,STRUCTURED_LEASE,Performing
EQF-2025-00321,21-01-2025,Construction,Hydraulic Excavator,5853000,877950,4975050,36,7.57,720,52.9,STRUCTURED_LEASE,Performing
EQF-2025-00322,21-01-2025,Logistics & Fleet,Heavy Duty Hauler,4928000,985600,3942400,36,11.13,835,39.9,AUTO_APPROVE,Performing
EQF-2025-00323,21-01-2025,Logistics & Fleet,Forklift Fleet,4084000,612600,3471400,60,9.4,719,65.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00324,21-01-2025,Healthcare,MRI Scanner,9626000,1925200,7700800,36,9.44,722,57.6,STRUCTURED_LEASE,Performing
EQF-2025-00325,21-01-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4149000,829800,3319200,36,10.15,673,69,REQUIRE_COLLATERAL,Performing
EQF-2025-00326,21-01-2025,Logistics & Fleet,Forklift Fleet,1588000,397000,1191000,60,9.95,771,61.1,STRUCTURED_LEASE,Performing
EQF-2025-00327,21-01-2025,Construction,Tower Crane,9678000,2419500,7258500,48,9.29,820,40.6,STRUCTURED_LEASE,Performing
EQF-2025-00328,21-01-2025,Construction,Hydraulic Excavator,7450000,1862500,5587500,24,11.48,669,71,REQUIRE_COLLATERAL,Performing
EQF-2025-00329,21-01-2025,Healthcare,Digital X-Ray System,14847000,1484700,13362300,60,7.09,702,64.5,STRUCTURED_LEASE,Performing
EQF-2025-00330,21-01-2025,Manufacturing,Industrial Robotic Arm,5955000,1488750,4466250,36,9.82,558,99,REJECT,Performing
EQF-2025-00331,21-01-2025,Healthcare,MRI Scanner,13175000,3293750,9881250,48,10.11,655,75.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00332,21-01-2025,Logistics & Fleet,Forklift Fleet,4239000,847800,3391200,48,8.88,838,44.5,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00333,21-01-2025,Manufacturing,Industrial Robotic Arm,3918000,783600,3134400,48,10.42,690,69.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00334,21-01-2025,Manufacturing,CNC Milling Unit,3317000,331700,2985300,48,10.49,724,63,STRUCTURED_LEASE,Performing
EQF-2025-00335,21-01-2025,Manufacturing,Injection Molding Press,4513000,676950,3836050,36,11.16,662,76.8,REQUIRE_COLLATERAL,Performing
EQF-2025-00336,21-01-2025,Manufacturing,Injection Molding Press,4771000,954200,3816800,36,9.33,739,58.1,STRUCTURED_LEASE,Performing
EQF-2025-00337,22-01-2025,IT & Enterprise Tech,Automated Storage Array,2048000,409600,1638400,48,9.17,698,67.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00338,22-01-2025,Logistics & Fleet,Electric Delivery Van,4599000,689850,3909150,36,10.31,736,57.4,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00339,22-01-2025,Construction,Tower Crane,7112000,711200,6400800,60,9.2,716,73.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00340,22-01-2025,Manufacturing,Industrial Robotic Arm,8349000,1669800,6679200,36,7.22,803,25.7,AUTO_APPROVE,Performing
EQF-2025-00341,22-01-2025,Construction,Bulldozer,9385000,2346250,7038750,24,10.79,720,56.7,STRUCTURED_LEASE,Performing
EQF-2025-00342,22-01-2025,Construction,Tower Crane,7223000,722300,6500700,48,7,655,68.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00343,22-01-2025,Manufacturing,CNC Milling Unit,8129000,1219350,6909650,36,10.1,668,71,REQUIRE_COLLATERAL,Performing
EQF-2025-00344,22-01-2025,Healthcare,Digital X-Ray System,9554000,1433100,8120900,24,13.31,588,99,REJECT,Default
EQF-2025-00345,22-01-2025,Healthcare,Digital X-Ray System,13758000,3439500,10318500,36,10.3,718,59.1,STRUCTURED_LEASE,Performing
EQF-2025-00346,22-01-2025,Construction,Bulldozer,5544000,1386000,4158000,60,8.46,705,68,REQUIRE_COLLATERAL,Performing
EQF-2025-00347,22-01-2025,Construction,Tower Crane,5718000,1429500,4288500,36,8.82,808,42.2,STRUCTURED_LEASE,Performing
EQF-2025-00348,22-01-2025,Manufacturing,CNC Milling Unit,4427000,442700,3984300,36,10.06,633,76.8,REQUIRE_COLLATERAL,Performing
